"id","year","state_name","state_code","district_name","district_code","registration_circles","male_below_12_years","male_12_years_to_16_years","male_16_years_to_18_years","male_children","male_18_years_and_above","female_below_12_years","female_12_years_to_16_years","female_16_years_to_18_years","female_children","female_18_years_and_above","transgender_below_12_years","transgender_12_years_to_16_years","transgender_16_years_to_18_years","transgender_children","transgender_18_years_and_above"
428,"2021","Maharashtra","27","Ahmednagar","466","Ahmednagar",0.0,0.0,122.0,122.0,983.0,0.0,0.0,107.0,107.0,1608.0,0.0,0.0,0.0,0.0,0.0
429,"2021","Maharashtra","27","Akola","467","Akola",21.0,0.0,0.0,21.0,301.0,28.0,0.0,0.0,28.0,505.0,0.0,0.0,0.0,0.0,0.0
430,"2021","Maharashtra","27","Amravati","468","Amravati Commr.",0.0,0.0,0.0,0.0,265.0,0.0,0.0,0.0,0.0,391.0,0.0,0.0,0.0,0.0,0.0
431,"2021","Maharashtra","27","Amravati","468","Amravati Rural",0.0,1.0,6.0,7.0,1.0,0.0,2.0,160.0,162.0,2.0,0.0,0.0,0.0,0.0,0.0
432,"2021","Maharashtra","27","Aurangabad","469","Aurangabad Commr.",22.0,11.0,2.0,35.0,598.0,20.0,16.0,3.0,39.0,714.0,0.0,0.0,0.0,0.0,0.0
433,"2021","Maharashtra","27","Aurangabad","469","Aurangabad Rural",0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0
434,"2021","Maharashtra","27","Beed","470","Beed",4.0,3.0,0.0,7.0,292.0,10.0,6.0,0.0,16.0,437.0,0.0,0.0,0.0,0.0,0.0
435,"2021","Maharashtra","27","Bhandara","471","Bhandara",1.0,0.0,5.0,6.0,217.0,1.0,10.0,49.0,60.0,466.0,0.0,0.0,0.0,0.0,0.0
436,"2021","Maharashtra","27","Buldhana","472","Buldhana",21.0,24.0,5.0,50.0,312.0,22.0,20.0,3.0,45.0,583.0,0.0,0.0,0.0,0.0,0.0
437,"2021","Maharashtra","27","Chandrapur","473","Chandrapur",0.0,0.0,0.0,0.0,507.0,0.0,0.0,0.0,0.0,908.0,0.0,0.0,0.0,0.0,0.0
438,"2021","Maharashtra","27","Dhule","474","Dhule",4.0,0.0,197.0,201.0,197.0,3.0,0.0,0.0,3.0,356.0,0.0,0.0,0.0,0.0,0.0
439,"2021","Maharashtra","27","Gadchiroli","475","Gadchiroli",9.0,2.0,0.0,11.0,123.0,11.0,6.0,20.0,37.0,228.0,0.0,0.0,0.0,0.0,0.0
440,"2021","Maharashtra","27","Gondia","476","Gondia",0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,382.0,0.0,0.0,0.0,0.0,0.0
441,"2021","Maharashtra","27","Hingoli","477","Hingoli",0.0,0.0,3.0,3.0,119.0,0.0,0.0,1.0,1.0,165.0,0.0,0.0,0.0,0.0,0.0
442,"2021","Maharashtra","27","Jalgaon","478","Jalgaon",41.0,29.0,20.0,90.0,706.0,47.0,28.0,10.0,85.0,1169.0,0.0,0.0,0.0,0.0,0.0
443,"2021","Maharashtra","27","Jalna","479","Jalna",0.0,3.0,8.0,11.0,6.0,0.0,10.0,36.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
444,"2021","Maharashtra","27","Kolhapur","480","Kolhapur",16.0,1.0,0.0,17.0,735.0,17.0,0.0,0.0,17.0,1395.0,0.0,0.0,0.0,0.0,0.0
445,"2021","Maharashtra","27","Latur","481","Latur",0.0,0.0,0.0,0.0,246.0,0.0,0.0,0.0,0.0,435.0,0.0,0.0,0.0,0.0,0.0
446,"2021","Maharashtra","27","Mumbai","482","Mumbai Commr.",57.0,192.0,200.0,449.0,3337.0,46.0,540.0,562.0,1148.0,4120.0,0.0,0.0,0.0,0.0,4.0
447,"2021","Maharashtra","27","Mumbai","482","Mumbai Railway",9.0,1.0,0.0,10.0,29.0,3.0,3.0,1.0,7.0,42.0,0.0,0.0,0.0,0.0,0.0
448,"2021","Maharashtra","27","Nagpur","484","Nagpur Commr.",3.0,4.0,21.0,28.0,1357.0,2.0,1.0,3.0,6.0,1648.0,0.0,0.0,0.0,0.0,0.0
449,"2021","Maharashtra","27","Nagpur","484","Nagpur Railway",0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
450,"2021","Maharashtra","27","Nagpur","484","Nagpur Rural",0.0,0.0,0.0,0.0,395.0,0.0,0.0,0.0,0.0,771.0,0.0,0.0,0.0,0.0,0.0
451,"2021","Maharashtra","27","Nanded","485","Nanded",25.0,0.0,0.0,25.0,368.0,16.0,0.0,0.0,16.0,479.0,0.0,0.0,0.0,0.0,0.0
452,"2021","Maharashtra","27","Nandurbar","486","Nandurbar",15.0,0.0,0.0,15.0,131.0,12.0,1.0,0.0,13.0,292.0,0.0,0.0,0.0,0.0,0.0
453,"2021","Maharashtra","27","Nashik","487","Nasik Commr.",0.0,0.0,0.0,0.0,567.0,0.0,0.0,0.0,0.0,851.0,0.0,0.0,0.0,0.0,0.0
454,"2021","Maharashtra","27","Nashik","487","Nasik Rural",12.0,2.0,2.0,16.0,679.0,12.0,1.0,0.0,13.0,1191.0,0.0,0.0,0.0,0.0,0.0
455,"2021","Maharashtra","27","Mumbai Suburban","483","Navi Mumbai",32.0,18.0,6.0,56.0,693.0,29.0,20.0,8.0,57.0,870.0,0.0,0.0,0.0,0.0,0.0
456,"2021","Maharashtra","27","Osmanabad","488","Osmanabad",26.0,0.0,0.0,26.0,199.0,21.0,0.0,0.0,21.0,352.0,0.0,0.0,0.0,0.0,0.0
457,"2021","Maharashtra","27","Palghar","665","Palghar",1.0,0.0,0.0,1.0,180.0,2.0,0.0,0.0,2.0,328.0,0.0,0.0,0.0,0.0,0.0
458,"2021","Maharashtra","27","Parbhani","489","Parbhani",0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,278.0,0.0,0.0,0.0,0.0,0.0
459,"2021","Maharashtra","27","Pune","490","Pune Commr.",27.0,16.0,18.0,61.0,1183.0,25.0,44.0,37.0,106.0,1276.0,0.0,3.0,0.0,3.0,21.0
460,"2021","Maharashtra","27","Pune","490","Pune Railway",1.0,0.0,0.0,1.0,8.0,3.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0
461,"2021","Maharashtra","27","Pune","490","Pune Rural",20.0,2.0,4.0,26.0,830.0,22.0,2.0,4.0,28.0,1411.0,0.0,0.0,0.0,0.0,0.0
462,"2021","Maharashtra","27","Raigad","491","Raigad",1.0,0.0,4.0,5.0,216.0,5.0,1.0,20.0,26.0,294.0,0.0,0.0,0.0,0.0,0.0
463,"2021","Maharashtra","27","Ratnagiri","492","Ratnagiri",6.0,2.0,1.0,9.0,204.0,7.0,1.0,1.0,9.0,241.0,0.0,0.0,0.0,0.0,0.0
464,"2021","Maharashtra","27","Sangli","493","Sangli",26.0,2.0,0.0,28.0,581.0,30.0,0.0,0.0,30.0,986.0,0.0,0.0,0.0,0.0,0.0
465,"2021","Maharashtra","27","Satara","494","Satara",32.0,2.0,1.0,35.0,511.0,33.0,2.0,1.0,36.0,1069.0,0.0,0.0,0.0,0.0,0.0
466,"2021","Maharashtra","27","Sindhudurg","495","Sindhudurg",4.0,0.0,0.0,4.0,100.0,0.0,3.0,0.0,3.0,103.0,0.0,0.0,0.0,0.0,0.0
467,"2021","Maharashtra","27","Solapur","496","Solapur Commr.",22.0,2.0,0.0,24.0,231.0,7.0,1.0,0.0,8.0,413.0,0.0,0.0,0.0,0.0,0.0
468,"2021","Maharashtra","27","Solapur","496","Solapur Rural",0.0,0.0,0.0,0.0,489.0,0.0,0.0,0.0,0.0,923.0,0.0,0.0,0.0,0.0,0.0
469,"2021","Maharashtra","27","Thane","497","Thane Commr.",0.0,0.0,0.0,0.0,1746.0,0.0,0.0,0.0,0.0,2442.0,0.0,0.0,0.0,0.0,0.0
470,"2021","Maharashtra","27","Thane","497","Thane Rural",5.0,8.0,11.0,24.0,291.0,4.0,29.0,34.0,67.0,352.0,0.0,0.0,0.0,0.0,0.0
471,"2021","Maharashtra","27","Wardha","498","Wardha",0.0,0.0,0.0,0.0,407.0,0.0,0.0,0.0,0.0,646.0,0.0,0.0,0.0,0.0,0.0
472,"2021","Maharashtra","27","Washim","499","Washim",0.0,0.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0
473,"2021","Maharashtra","27","Yavatmal","500","Yavatmal",3.0,0.0,98.0,101.0,371.0,4.0,0.0,185.0,189.0,692.0,0.0,0.0,0.0,0.0,0.0
474,"2021","Maharashtra","27","Pune","490","Pimpri Chinchwad City",0.0,6.0,10.0,16.0,996.0,0.0,11.0,6.0,17.0,1300.0,0.0,0.0,0.0,0.0,0.0
475,"2021","Maharashtra","27","Aurangabad","469","Aurangabad Railway",0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
476,"2021","Maharashtra","27","Thane","497","Mira Bhayandar Vasai Virar Commr.",58.0,6.0,6.0,70.0,790.0,46.0,9.0,9.0,64.0,1119.0,0.0,0.0,0.0,0.0,0.0
477,"2021","Manipur","14","Bishnupur","252","Bishnupur",0.0,2.0,1.0,3.0,7.0,0.0,0.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0
478,"2021","Manipur","14","Chandel","253","Chandel",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,"2021","Manipur","14","Churachandpur","254","Churachandpur",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,"2021","Manipur","14","Imphal West","256","Cid",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,"2021","Manipur","14","Imphal East","255","Imphal East",1.0,0.0,6.0,7.0,30.0,4.0,9.0,21.0,34.0,19.0,0.0,0.0,0.0,0.0,0.0
482,"2021","Manipur","14","Imphal West","256","Imphal West",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
483,"2021","Manipur","14","Senapati","257","Senapati",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,"2021","Manipur","14","Tamenglong","258","Tamenglong",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,"2021","Manipur","14","Thoubal","259","Thoubal",1.0,2.0,2.0,5.0,14.0,0.0,6.0,4.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0
486,"2021","Manipur","14","Ukhrul","260","Ukhrul",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,"2021","Manipur","14","Kakching","711","Kakching",1.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0
488,"2021","Manipur","14","Kamjong","717","Kamjong",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,"2021","Manipur","14","Kangpokpi","712","Kangpokpi",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,"2021","Manipur","14","Jiribam","713","Jiribam",0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
491,"2021","Manipur","14","Noney","714","Noney",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,"2021","Manipur","14","Pherzawl","715","Pherzawl",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,"2021","Manipur","14","Tengnoupal","716","Tengnoupal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,"2021","Manipur","14","Imphal West","256","Narcotic",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,"2021","Meghalaya","17","East Garo Hills","273","Garo Hills East",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,"2021","Meghalaya","17","North Garo Hills","656","Garo Hills North",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,"2021","Meghalaya","17","South Garo Hills","277","Garo Hills South",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,"2021","Meghalaya","17","South West Garo Hills","663","Garo Hills South West",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,"2021","Meghalaya","17","West Garo Hills","278","Garo Hills West",0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
500,"2021","Meghalaya","17","West Jaintia Hills","275","Jaintia Hills West",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,"2021","Meghalaya","17","East Jaintia Hills","657","Jaintia Hills East",4.0,0.0,0.0,4.0,0.0,1.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
502,"2021","Meghalaya","17","East Khasi Hills","274","Khasi Hills East",5.0,7.0,4.0,16.0,56.0,2.0,12.0,21.0,35.0,61.0,0.0,0.0,0.0,0.0,0.0
503,"2021","Meghalaya","17","South West Khasi Hills","658","Khasi Hills South West",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,"2021","Meghalaya","17","West Khasi Hills","279","Khasi Hills West",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,"2021","Meghalaya","17","Ri Bhoi","276","Ri-Bhoi",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,"2021","Meghalaya","17","East Khasi Hills","274","Cyber Cell",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,"2021","Mizoram","15","Aizawl","261","Aizawl",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,"2021","Mizoram","15","Champhai","262","Champhai",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,"2021","Mizoram","15","Kolasib","263","Kolasib",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,"2021","Mizoram","15","Lawngtlai","264","Lawngtlai",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,"2021","Mizoram","15","Lunglei","265","Lunglei",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512,"2021","Mizoram","15","Mamit","266","Mamit",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,"2021","Mizoram","15","Saiha","267","Saiha",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,"2021","Mizoram","15","Serchhip","268","Serchhip",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,"2021","Mizoram","15","Aizawl","261","Spl Narcotic",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,"2021","Mizoram","15","Saitual","727","Saitual",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,"2021","Mizoram","15","Khawzawl","728","Khawzawl",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,"2021","Mizoram","15","Hnahthial","726","Hnahthial",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,"2021","Mizoram","15","Aizawl","261","Cyber",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,"2021","Nagaland","13","Dimapur","244","Dimapur",2.0,1.0,1.0,4.0,34.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
521,"2021","Nagaland","13","Kiphire","614","Kiphire",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,"2021","Nagaland","13","Kohima","245","Kohima",1.0,0.0,4.0,5.0,1.0,0.0,5.0,9.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0
523,"2021","Nagaland","13","Longleng","615","Longleng",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,"2021","Nagaland","13","Mokokchung","246","Mokokchung",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,"2021","Nagaland","13","Mon","247","Mon",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,"2021","Nagaland","13","Peren","613","Peren",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,"2021","Nagaland","13","Phek","248","Phek",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,"2021","Nagaland","13","Tuensang","249","Tuensang",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,"2021","Nagaland","13","Wokha","250","Wokha",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,"2021","Nagaland","13","Zunheboto","251","Zunheboto",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,"2021","Odisha","21","Anugul","344","Angul",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,"2021","Odisha","21","Baleshwar","346","Balasore",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,"2021","Odisha","21","Bargarh","347","Baragarh",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,"2021","Odisha","21","Baleshwar","346","Berhampur",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,"2021","Odisha","21","Bhadrak","348","Bhadrak",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,"2021","Odisha","21","Balangir","345","Bolangir",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,"2021","Odisha","21","Boudh","349","Boudh",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,"2021","Odisha","21","Cuttack","350","Cuttack",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,"2021","Odisha","21","Khordha","362","Dcp Bbsr",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,"2021","Odisha","21","Cuttack","350","Dcp Ctc",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,"2021","Odisha","21","Deogarh","351","Deogarh",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,"2021","Odisha","21","Dhenkanal","352","Dhenkanal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,"2021","Odisha","21","Gajapati","353","Gajapati",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,"2021","Odisha","21","Ganjam","354","Ganjam",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
545,"2021","Odisha","21","Jagatsinghapur","355","Jagatsinghpur",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
546,"2021","Odisha","21","Jajapur","356","Jajpur",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547,"2021","Odisha","21","Jharsuguda","357","Jharsuguda",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548,"2021","Odisha","21","Kalahandi","358","Kalahandi",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549,"2021","Odisha","21","Kandhamal","359","Kandhamal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,"2021","Odisha","21","Kendrapara","360","Kendrapara",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,"2021","Odisha","21","Kendujhar","361","Keonjhar",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552,"2021","Odisha","21","Khordha","362","Khurda",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553,"2021","Odisha","21","Koraput","363","Koraput",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554,"2021","Odisha","21","Malkangiri","364","Malkangiri",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
555,"2021","Odisha","21","Mayurbhanj","365","Mayurbhanj",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556,"2021","Odisha","21","Nayagarh","367","Nayagarh",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,"2021","Odisha","21","Nabarangpur","366","Nabarangpur",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,"2021","Odisha","21","Nuapada","368","Nuapada",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
559,"2021","Odisha","21","Puri","369","Puri",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,"2021","Odisha","21","Rayagada","370","Rayagada",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,"2021","Odisha","21","Sundargarh","373","Rourkela",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562,"2021","Odisha","21","Sambalpur","371","Sambalpur",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563,"2021","Odisha","21","Sonepur","372","Sonepur",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564,"2021","Odisha","21","Cuttack","350","Srp(Cuttack)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,"2021","Odisha","21","Sundargarh","373","Srp(Rourkela)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,"2021","Odisha","21","Sundargarh","373","Sundargarh",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,"2021","Odisha","21","Cuttack","350","Cid Cb",245.0,96.0,136.0,477.0,2972.0,569.0,1153.0,1934.0,3656.0,9330.0,0.0,0.0,0.0,0.0,0.0
568,"2021","Punjab","03","Amritsar","027","Amritsar Rural",3.0,2.0,0.0,5.0,42.0,1.0,31.0,46.0,78.0,26.0,0.0,0.0,0.0,0.0,0.0
569,"2021","Punjab","03","Barnala","605","Barnala",0.0,0.0,0.0,0.0,27.0,0.0,2.0,1.0,3.0,40.0,0.0,0.0,0.0,0.0,0.0
570,"2021","Punjab","03","Gurdaspur","032","Batala",0.0,0.0,0.0,0.0,39.0,1.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0
571,"2021","Punjab","03","Bathinda","028","Bathinda",0.0,0.0,0.0,0.0,23.0,0.0,0.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0
572,"2021","Punjab","03","Amritsar","027","Cp Amritsar",0.0,1.0,5.0,6.0,46.0,1.0,20.0,51.0,72.0,53.0,0.0,0.0,0.0,0.0,0.0
573,"2021","Punjab","03","Jalandhar","034","Cp Jalandhar",0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,295.0,0.0,0.0,0.0,0.0,0.0
574,"2021","Punjab","03","Ludhiana","036","Cp Ludhiana",10.0,13.0,3.0,26.0,38.0,9.0,30.0,16.0,55.0,57.0,0.0,0.0,0.0,0.0,0.0
575,"2021","Punjab","03","Faridkot","029","Faridkot",0.0,0.0,0.0,0.0,1.0,0.0,2.0,22.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
576,"2021","Punjab","03","Fatehgarh Sahib","030","Fatehgarh Sahib",4.0,0.0,1.0,5.0,72.0,10.0,5.0,6.0,21.0,59.0,0.0,0.0,0.0,0.0,0.0
577,"2021","Punjab","03","Fazilka","651","Fazilka",1.0,0.0,3.0,4.0,49.0,3.0,0.0,10.0,13.0,38.0,0.0,0.0,0.0,0.0,0.0
578,"2021","Punjab","03","Ferozepur","031","Ferozepur",1.0,0.0,0.0,1.0,39.0,0.0,31.0,16.0,47.0,57.0,0.0,0.0,0.0,0.0,0.0
579,"2021","Punjab","03","Patiala","041","Grp",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
580,"2021","Punjab","03","Gurdaspur","032","Gurdaspur",0.0,1.0,0.0,1.0,0.0,1.0,20.0,12.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0
581,"2021","Punjab","03","Hoshiarpur","033","Hoshiarpur",1.0,3.0,1.0,5.0,127.0,3.0,11.0,37.0,51.0,201.0,0.0,0.0,0.0,0.0,0.0
